property_id,transit_id,neighborhood_id,security_id,utility_id,feature_id,construction_id,address,zipcode,state,city,year_built,square_feet,property_type,bedroom_number,bathroom_number,description
924,984,944,924,924,987,987,76062 Jordan Falls Apt. 360,10923,NY,New York,2021,2591,Condo,5,1,"This luxurious 5-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
925,466,433,925,925,158,158,8819 Alexander Spurs Apt. 236,8350,NY,Elizabeth,1945,1124,Condo,2,1,"This luxurious 2-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
926,225,301,926,926,48,48,062 Perez Estates Apt. 601,13528,NY,Syracuse,1992,1834,Apartment,2,2,"This charming 2-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
927,178,996,927,927,740,740,604 Roberson View,10881,NJ,Rochester,1987,733,Townhouse,4,2,"This charming 4-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
928,524,825,928,928,978,978,1768 Holly Grove Apt. 532,6212,NJ,New Haven,1904,1109,Single Family Home,3,2,"This luxurious 3-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
929,617,740,929,929,488,488,348 Ferrell Pine Apt. 753,6286,CT,New Haven,1983,834,Townhouse,1,2,"This luxurious 1-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
930,323,394,930,930,295,295,155 Tran Stravenue Apt. 921,6245,NY,Hartford,1985,2975,Apartment,5,3,"This luxurious 5-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
931,753,176,931,931,420,420,10219 Hunt Streets,8699,NJ,Trenton,2016,1763,Apartment,5,1,"This charming 5-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
932,791,901,932,932,266,266,848 Nguyen Center Apt. 310,11453,NJ,Syracuse,1922,946,Condo,3,3,"This charming 3-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
933,197,332,933,933,8,8,300 Mason Rue Suite 900,13108,CT,Syracuse,1973,1015,Townhouse,1,2,"This charming 1-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
934,298,361,934,934,289,289,0049 Snyder Cliff,6337,CT,Hartford,1940,2305,Single Family Home,5,3,"This luxurious 5-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
935,811,27,935,935,711,711,5168 Mitchell Junction,6323,NY,Hartford,1966,3261,Condo,3,1,"This charming 3-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
936,912,778,936,936,634,634,161 Morgan Cove,6165,NY,Waterbury,1929,2439,Townhouse,3,3,"This charming 3-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
937,188,858,937,937,46,46,406 Blackburn Mountains Suite 650,8841,NY,Trenton,1915,3054,Townhouse,2,3,"This luxurious 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
938,317,124,938,938,917,917,568 Paul Flats Apt. 621,8139,NY,Newark,2018,2999,Condo,3,1,"This charming 3-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
939,338,842,939,939,96,96,008 Mays Shores Suite 530,6095,CT,Stamford,1938,1416,Single Family Home,4,2,"This charming 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
940,872,413,940,940,840,840,76005 Lawson Alley,6077,NY,Bridgeport,2014,2112,Apartment,1,3,"This luxurious 1-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
941,206,90,941,941,218,218,9498 Cuevas Rue,6350,NJ,Hartford,1985,2935,Single Family Home,3,3,"This luxurious 3-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
942,608,750,942,942,413,413,614 Smith Shore Suite 650,8324,CT,Paterson,1915,3192,Single Family Home,4,3,"This luxurious 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
943,868,325,943,943,734,734,7007 Vanessa Fall,6183,CT,Stamford,1943,1432,Townhouse,2,1,"This charming 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
944,893,543,944,944,258,258,6192 Raymond Roads,6156,CT,Stamford,1977,927,Apartment,3,2,"This luxurious 3-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
945,882,560,945,945,330,330,874 Maria Island Suite 484,14617,NJ,Rochester,1935,512,Single Family Home,4,2,"This luxurious 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
946,516,418,946,946,982,982,84970 Buckley Curve Apt. 455,7521,NJ,Elizabeth,1903,974,Townhouse,2,2,"This luxurious 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
